STATE,zipcode,N1,A02650
IL,62666,70,2576
IL,62666,40,2646
IL,62666,20,1706
IL,62666,50,7259
IL,62666,0,0
IL,62667,80,937
IL,62667,50,1868
IL,62667,40,2394
IL,62667,30,2344
IL,62667,40,7761
IL,62667,0,0
IL,62668,220,2485
IL,62668,140,5230
IL,62668,120,7433
IL,62668,90,7689
IL,62668,80,12808
IL,62668,0,0
IL,62670,500,5882
IL,62670,280,10571
IL,62670,240,15031
IL,62670,200,17260
IL,62670,290,38330
IL,62670,60,20617
IL,62671,100,1262
IL,62671,70,2502
IL,62671,50,2991
IL,62671,40,3117
IL,62671,40,7183
IL,62671,0,0
IL,62673,90,1114
IL,62673,60,2071
IL,62673,40,2393
IL,62673,30,2345
IL,62673,30,4390
IL,62673,0,0
IL,62674,250,2909
IL,62674,170,6259
IL,62674,80,5378
IL,62674,60,5447
IL,62674,50,9760
IL,62674,0,0
IL,62675,940,10916
IL,62675,520,19437
IL,62675,440,27790
IL,62675,380,33628
IL,62675,550,73866
IL,62675,100,32841
IL,62677,400,4399
IL,62677,250,9263
IL,62677,210,13051
IL,62677,170,15121
IL,62677,280,37333
IL,62677,50,21638
IL,62681,880,11097
IL,62681,610,22091
IL,62681,410,25309
IL,62681,250,21658
IL,62681,210,28743
IL,62681,40,13066
IL,62682,170,2261
IL,62682,100,3863
IL,62682,60,3833
IL,62682,40,3225
IL,62682,50,7051
IL,62682,0,0
IL,62684,650,6723
IL,62684,380,14489
IL,62684,350,22474
IL,62684,360,31564
IL,62684,680,92510
IL,62684,120,40249
IL,62685,290,3612
IL,62685,200,7612
IL,62685,160,10101
IL,62685,90,8037
IL,62685,120,16786
IL,62685,0,0
IL,62688,130,1588
IL,62688,90,3075
IL,62688,60,3838
IL,62688,40,3434
IL,62688,50,7341
IL,62688,0,0
IL,62690,720,9250
IL,62690,480,17330
IL,62690,270,16328
IL,62690,180,15396
IL,62690,190,28873
IL,62690,0,0
IL,62691,390,4995
IL,62691,310,11248
IL,62691,170,10772
IL,62691,110,9366
IL,62691,130,17291
IL,62691,30,11131
IL,62692,360,4235
IL,62692,250,9237
IL,62692,170,10628
IL,62692,90,7687
IL,62692,140,22173
IL,62692,0,0
IL,62693,260,2697
IL,62693,160,5927
IL,62693,140,8921
IL,62693,120,10661
IL,62693,170,23068
IL,62693,30,8340
IL,62694,500,6118
IL,62694,340,12303
IL,62694,250,15426
IL,62694,160,14229
IL,62694,200,26455
IL,62694,30,8938
IL,62701,130,1808
IL,62701,130,4899
IL,62701,60,3543
IL,62701,40,3285
IL,62701,40,6510
IL,62701,0,0
IL,62702,8100,105604
IL,62702,4700,169788
IL,62702,2240,137619
IL,62702,1200,103860
IL,62702,1000,128047
IL,62702,160,69552
IL,62703,7060,90924
IL,62703,3510,126803
IL,62703,1630,100413
IL,62703,890,76971
IL,62703,700,89360
IL,62703,50,15238
IL,62704,7050,90481
IL,62704,5010,184426
IL,62704,3200,198756
IL,62704,2170,189215
IL,62704,2800,376874
IL,62704,830,437027
IL,62707,1260,15347
IL,62707,830,30527
IL,62707,630,39198
IL,62707,460,39977
IL,62707,570,75832
IL,62707,110,50361
IL,62711,2100,21013
IL,62711,1140,43531
IL,62711,1080,68525
IL,62711,1020,90067
IL,62711,2400,337999
IL,62711,1010,441869
IL,62712,1290,13536
IL,62712,780,29284
IL,62712,710,44950
IL,62712,690,60492
IL,62712,1390,188939
IL,62712,380,169149
IL,62801,4160,51196
IL,62801,2220,80362
IL,62801,1280,79772
IL,62801,720,62829
IL,62801,670,87575
IL,62801,100,47873
IL,62803,170,1771
IL,62803,120,4508
IL,62803,90,5558
IL,62803,50,4793
IL,62803,70,13839
IL,62803,0,0
IL,62806,510,5972
IL,62806,370,14117
IL,62806,240,15287
IL,62806,190,16452
IL,62806,160,21868
IL,62806,30,7087
IL,62807,170,2016
IL,62807,100,3897
IL,62807,70,4275
IL,62807,30,3025
IL,62807,30,3717
IL,62807,0,0
IL,62808,250,3039
IL,62808,160,6122
IL,62808,120,7589
IL,62808,60,4794
IL,62808,70,10389
IL,62808,0,0
IL,62809,40,439
IL,62809,50,2159
IL,62809,0,0
IL,62809,40,5241
IL,62809,0,0
IL,62809,0,0
IL,62810,170,2352
IL,62810,130,4747
IL,62810,70,4631
IL,62810,40,3660
IL,62810,30,5818
IL,62810,0,0
IL,62812,1990,24862
IL,62812,1050,38508
IL,62812,670,41822
IL,62812,450,39075
IL,62812,460,60431
IL,62812,70,24223
IL,62814,340,4242
IL,62814,220,8153
IL,62814,150,9315
IL,62814,100,9031
IL,62814,70,9498
IL,62814,0,0
IL,62815,60,684
IL,62815,30,1072
IL,62815,30,2342
IL,62815,30,3364
IL,62815,0,0
IL,62815,0,0
IL,62816,230,2929
IL,62816,150,5703
IL,62816,90,5484
IL,62816,70,5875
IL,62816,30,3251
IL,62816,0,0
IL,62817,100,1330
IL,62817,50,1900
IL,62817,40,2553
IL,62817,20,1786
IL,62817,20,3437
IL,62817,0,0
IL,62818,50,672
IL,62818,40,1431
IL,62818,50,3340
IL,62818,0,0
IL,62818,20,2838
IL,62818,0,0
IL,62819,110,1341
IL,62819,40,1413
IL,62819,50,3521
IL,62819,0,0
IL,62819,0,0
IL,62819,0,0
IL,62821,1290,15551
IL,62821,770,29154
IL,62821,460,29033
IL,62821,380,33619
IL,62821,340,45352
IL,62821,90,40663
IL,62822,580,7555
IL,62822,310,11211
IL,62822,140,8801
IL,62822,100,9024
IL,62822,90,11798
IL,62822,0,0
IL,62823,280,3502
IL,62823,190,6920
IL,62823,150,9157
IL,62823,80,6810
IL,62823,60,7548
IL,62823,0,0
IL,62824,300,3672
IL,62824,230,8440
IL,62824,140,8622
IL,62824,70,5888
IL,62824,60,7912
IL,62824,0,0
IL,62827,170,2051
IL,62827,110,4038
IL,62827,90,5599
IL,62827,70,5847
IL,62827,70,12270
IL,62827,0,0
IL,62828,210,2431
IL,62828,160,6078
IL,62828,120,7808
IL,62828,60,5098
IL,62828,100,18256
IL,62828,0,0
IL,62830,220,2690
IL,62830,150,5578
IL,62830,110,6579
IL,62830,60,5431
IL,62830,60,7499
IL,62830,0,0
IL,62831,100,1216
IL,62831,60,2039
IL,62831,60,3823
IL,62831,40,3044
IL,62831,20,2497
IL,62831,0,0
IL,62832,1770,21578
IL,62832,870,31644
IL,62832,570,35280
IL,62832,420,36085
IL,62832,360,46245
IL,62832,40,16091
IL,62833,40,449
IL,62833,40,1627
IL,62833,30,1592
IL,62833,20,1805
IL,62833,30,3759
IL,62833,0,0
IL,62835,190,2524
IL,62835,100,3696
IL,62835,80,4930
IL,62835,50,4680
IL,62835,70,12817
IL,62835,0,0
IL,62836,120,1322
IL,62836,70,2860
IL,62836,50,2927
IL,62836,40,3419
IL,62836,40,5725
IL,62836,0,0
IL,62837,1480,18380
IL,62837,1010,37527
IL,62837,660,40825
IL,62837,370,32169
IL,62837,320,42646
IL,62837,70,27626
IL,62838,270,3208
IL,62838,210,7846
IL,62838,100,6078
IL,62838,60,5076
IL,62838,60,10659
IL,62838,0,0
IL,62839,1190,14691
IL,62839,840,30845
IL,62839,440,27781
IL,62839,260,22706
IL,62839,220,28328
IL,62839,40,10931
IL,62842,130,1584
IL,62842,90,3359
IL,62842,60,3922
IL,62842,30,2761
IL,62842,40,6142
IL,62842,0,0
IL,62844,350,4163
IL,62844,210,7988
IL,62844,130,7892
IL,62844,110,9502
IL,62844,90,14802
IL,62844,0,0
IL,62846,130,1390
IL,62846,60,2309
IL,62846,40,2719
IL,62846,30,2618
IL,62846,20,3329
IL,62846,0,0
IL,62849,370,4374
IL,62849,240,8711
IL,62849,150,9466
IL,62849,100,9071
IL,62849,90,11725
IL,62849,0,0
IL,62850,60,578
IL,62850,40,1691
IL,62850,20,1387
IL,62850,30,2921
IL,62850,0,0
IL,62850,0,0
IL,62851,70,886
IL,62851,40,1623
IL,62851,30,1700
IL,62851,30,3772
IL,62851,0,0
IL,62851,0,0
IL,62853,190,2435
IL,62853,130,4899
IL,62853,60,3940
IL,62853,50,4193
IL,62853,40,5790
IL,62853,0,0
IL,62854,310,3802
IL,62854,220,7985
IL,62854,110,6709
IL,62854,70,6265
IL,62854,60,7771
IL,62854,0,0
IL,62858,500,6103
IL,62858,330,12201
IL,62858,220,13649
IL,62858,120,10289
IL,62858,140,20785
IL,62858,0,0
IL,62859,1020,12733
IL,62859,560,20913
IL,62859,390,24118
IL,62859,220,18763
IL,62859,220,28376
IL,62859,40,16900
IL,62860,80,1070
IL,62860,60,2393
IL,62860,50,3292
IL,62860,30,2579
IL,62860,30,4858
IL,62860,0,0
IL,62862,60,720
IL,62862,50,1802
IL,62862,20,1415
IL,62862,40,4259
IL,62862,0,0
IL,62862,0,0
IL,62863,1650,19944
IL,62863,1040,38764
IL,62863,700,44235
IL,62863,500,43710
IL,62863,480,63707
IL,62863,110,56427
IL,62864,4850,60517
IL,62864,2510,92005
IL,62864,1510,93984
IL,62864,910,79978
IL,62864,880,116765
IL,62864,230,123603
IL,62865,340,4115
IL,62865,220,8103
IL,62865,140,8604
IL,62865,90,7440
IL,62865,120,19033
IL,62865,0,0
IL,62867,90,1196
IL,62867,50,1789
IL,62867,30,1821
IL,62867,40,3978
IL,62867,0,0
IL,62867,0,0
IL,62868,320,3963
IL,62868,230,8496
IL,62868,140,8444
IL,62868,80,7433
IL,62868,90,14229
IL,62868,0,0
IL,62869,410,5081
IL,62869,250,9774
IL,62869,200,12493
IL,62869,140,12425
IL,62869,150,25625
IL,62869,0,0
IL,62870,400,5054
IL,62870,240,8744
IL,62870,140,8651
IL,62870,80,6613
IL,62870,70,11719
IL,62870,0,0
IL,62871,100,1222
IL,62871,60,2466
IL,62871,40,2551
IL,62871,30,2559
IL,62871,50,12223
IL,62871,0,0
IL,62872,200,2623
IL,62872,140,5190
IL,62872,70,4337
IL,62872,50,4221
IL,62872,40,4443
IL,62872,0,0
IL,62875,180,2221
IL,62875,120,4659
IL,62875,90,5452
IL,62875,70,6333
IL,62875,60,9033
IL,62875,0,0
IL,62877,80,1170
IL,62877,80,2764
IL,62877,30,2188
IL,62877,30,2143
IL,62877,30,4401
IL,62877,0,0
IL,62878,60,780
IL,62878,30,1294
IL,62878,20,1385
IL,62878,30,3365
IL,62878,0,0
IL,62878,0,0
IL,62880,110,1259
IL,62880,80,3011
IL,62880,50,3348
IL,62880,40,3413
IL,62880,30,4503
IL,62880,0,0
IL,62881,2160,25634
IL,62881,1310,48220
IL,62881,720,44951
IL,62881,490,42668
IL,62881,480,64523
IL,62881,90,33766
IL,62882,420,5321
IL,62882,250,9034
IL,62882,150,8929
IL,62882,80,6961
IL,62882,60,8233
IL,62882,0,0
IL,62883,90,1074
IL,62883,60,2308
IL,62883,60,3895
IL,62883,50,4222
IL,62883,30,3482
IL,62883,0,0
IL,62884,520,6387
IL,62884,330,12056
IL,62884,200,12130
IL,62884,120,10215
IL,62884,110,15938
IL,62884,0,0
IL,62885,170,2055
IL,62885,90,3374
IL,62885,50,3297
IL,62885,30,2935
IL,62885,40,4931
IL,62885,0,0
IL,62886,70,920
IL,62886,50,1767
IL,62886,30,1476
IL,62886,20,2526
IL,62886,0,0
IL,62886,0,0
IL,62887,60,710
IL,62887,50,2498
IL,62887,0,0
IL,62887,30,4720
IL,62887,0,0
IL,62887,0,0
IL,62888,350,4755
IL,62888,220,8125
IL,62888,150,9384
IL,62888,100,9068
IL,62888,80,11393
IL,62888,0,0
IL,62889,140,1564
IL,62889,90,3245
IL,62889,80,5180
IL,62889,40,3412
IL,62889,30,4591
IL,62889,0,0
IL,62890,450,5949
IL,62890,240,8916
IL,62890,180,11460
IL,62890,140,12469
IL,62890,120,17503
IL,62890,0,0
IL,62892,60,627
IL,62892,30,1073
IL,62892,20,1247
IL,62892,30,2621
IL,62892,0,0
IL,62892,0,0
IL,62893,170,2047
IL,62893,120,4388
IL,62893,90,5309
IL,62893,60,5342
IL,62893,50,7788
IL,62893,0,0
IL,62894,130,1601
IL,62894,110,4327
IL,62894,70,4430
IL,62894,60,5554
IL,62894,40,5489
IL,62894,0,0
IL,62895,320,3874
IL,62895,230,8603
IL,62895,140,8560
IL,62895,90,8264
IL,62895,90,13879
IL,62895,0,0
IL,62896,2280,28046
IL,62896,1160,42350
IL,62896,700,43068
IL,62896,430,37056
IL,62896,400,53064
IL,62896,50,22945
IL,62897,80,915
IL,62897,40,1511
IL,62897,40,2303
IL,62897,20,1708
IL,62897,20,2842
IL,62897,0,0
IL,62898,370,4569
IL,62898,230,8531
IL,62898,160,10221
IL,62898,110,9878
IL,62898,130,20949
IL,62898,0,0
IL,62899,310,3691
IL,62899,190,7090
IL,62899,130,8402
IL,62899,70,5798
IL,62899,60,12395
IL,62899,0,0
IL,62901,5010,59761
IL,62901,1540,55561
IL,62901,760,47268
IL,62901,450,39164
IL,62901,670,89960
IL,62901,200,78212
IL,62902,900,10865
IL,62902,490,17685
IL,62902,320,19715
IL,62902,200,17503
IL,62902,280,38497
IL,62902,110,52334
IL,62903,530,6251
IL,62903,250,9386
IL,62903,130,8166
IL,62903,90,7637
IL,62903,170,23387
IL,62903,60,24910
IL,62905,110,1709
IL,62905,90,3299
IL,62905,50,2983
IL,62905,30,2188
IL,62905,30,3404
IL,62905,0,0
IL,62906,1350,16777
IL,62906,690,25295
IL,62906,460,28708
IL,62906,300,25489
IL,62906,320,42315
IL,62906,50,17918
IL,62907,330,4098
IL,62907,200,7202
IL,62907,170,10346
IL,62907,130,10965
IL,62907,130,17282
IL,62907,0,0
IL,62908,80,987
IL,62908,50,1877
IL,62908,40,2426
IL,62908,20,2123
IL,62908,30,5608
IL,62908,0,0
IL,62910,510,6474
IL,62910,260,9296
IL,62910,130,8040
IL,62910,100,8658
IL,62910,80,11360
IL,62910,0,0
IL,62912,170,1881
IL,62912,130,4792
IL,62912,90,5939
IL,62912,60,5382
IL,62912,40,5036
IL,62912,0,0
IL,62914,580,7367
IL,62914,200,7244
IL,62914,90,5661
IL,62914,30,2967
IL,62914,30,5058
IL,62914,0,0
IL,62916,140,1730
IL,62916,100,3394
IL,62916,80,4994
IL,62916,60,5343
IL,62916,60,8840
IL,62916,0,0
IL,62917,430,5370
IL,62917,230,8060
IL,62917,140,8869
IL,62917,100,8385
IL,62917,80,11095
IL,62917,0,0
IL,62918,1630,20372
IL,62918,1030,37470
IL,62918,650,40545
IL,62918,530,46516
IL,62918,610,81748
IL,62918,130,48650
IL,62919,120,1419
IL,62919,80,2831
IL,62919,60,3926
IL,62919,40,3553
IL,62919,40,6618
IL,62919,0,0
IL,62920,560,7105
IL,62920,350,12625
IL,62920,210,12927
IL,62920,130,11416
IL,62920,140,18591
IL,62920,20,7582
IL,62922,440,5598
IL,62922,310,11379
IL,62922,190,12133
IL,62922,140,12276
IL,62922,150,21178
IL,62922,0,0
IL,62923,90,1130
IL,62923,50,1990
IL,62923,30,2060
IL,62923,20,1985
IL,62923,20,2585
IL,62923,0,0
IL,62924,520,7000
IL,62924,350,12746
IL,62924,230,13990
IL,62924,100,8932
IL,62924,90,14245
IL,62924,0,0
IL,62926,370,4788
IL,62926,240,8841
IL,62926,130,7918
IL,62926,90,7653
IL,62926,70,9593
IL,62926,0,0
IL,62928,40,643
IL,62928,30,1214
IL,62928,30,2775
IL,62928,0,0
IL,62928,0,0
IL,62928,0,0
IL,62930,1060,13474
IL,62930,540,20043
IL,62930,330,20505
IL,62930,250,21989
IL,62930,200,26729
IL,62930,40,12003
IL,62931,240,3027
IL,62931,140,5050
IL,62931,110,6947
IL,62931,60,5275
IL,62931,60,8458
IL,62931,0,0
IL,62932,290,3668
IL,62932,180,6508
IL,62932,100,5855
IL,62932,60,4866
IL,62932,60,8495
IL,62932,0,0
IL,62933,230,2683
IL,62933,150,5592
IL,62933,90,5604
IL,62933,60,5140
IL,62933,60,8676
IL,62933,0,0
IL,62934,160,2057
IL,62934,90,3163
IL,62934,60,3864
IL,62934,50,4599
IL,62934,50,5836
IL,62934,0,0
IL,62935,320,3626
IL,62935,190,7019
IL,62935,120,7362
IL,62935,90,7659
IL,62935,120,20825
IL,62935,0,0
IL,62938,450,5315
IL,62938,220,8168
IL,62938,150,9494
IL,62938,120,10681
IL,62938,110,14640
IL,62938,0,0
IL,62939,480,6259
IL,62939,320,12082
IL,62939,220,14029
IL,62939,160,13903
IL,62939,180,27029
IL,62939,0,0
IL,62940,80,1079
IL,62940,50,1662
IL,62940,40,2439
IL,62940,0,0
IL,62940,30,3818
IL,62940,0,0
IL,62941,130,1448
IL,62941,80,2820
IL,62941,60,3836
IL,62941,30,2671
IL,62941,30,4082
IL,62941,0,0
IL,62942,100,1354
IL,62942,60,2347
IL,62942,40,2345
IL,62942,40,3658
IL,62942,0,0
IL,62942,0,0
IL,62943,120,1456
IL,62943,70,2399
IL,62943,40,2487
IL,62943,30,2420
IL,62943,30,3875
IL,62943,0,0
IL,62946,2380,29267
IL,62946,1120,41055
IL,62946,760,47889
IL,62946,500,43792
IL,62946,560,73174
IL,62946,100,47974
IL,62947,70,738
IL,62947,50,1789
IL,62947,50,3747
IL,62947,0,0
IL,62947,30,3973
IL,62947,0,0
IL,62948,2500,31689
IL,62948,1410,51795
IL,62948,720,44884
IL,62948,470,41477
IL,62948,470,62249
IL,62948,90,29517
IL,62951,1070,13594
IL,62951,600,21537
IL,62951,320,19755
IL,62951,190,16467
IL,62951,190,23785
IL,62951,20,6608
IL,62952,610,7667
IL,62952,330,11980
IL,62952,220,13613
IL,62952,140,11872
IL,62952,150,23419
IL,62952,0,0
IL,62954,80,1074
IL,62954,40,1421
IL,62954,60,4361
IL,62954,0,0
IL,62954,30,4049
IL,62954,0,0
IL,62956,140,1847
IL,62956,90,3367
IL,62956,60,3959
IL,62956,30,3043
IL,62956,30,4234
IL,62956,0,0
IL,62957,180,2293
IL,62957,100,3487
IL,62957,50,2807
IL,62957,40,4354
IL,62957,0,0
IL,62957,0,0
IL,62958,380,4553
IL,62958,250,9276
IL,62958,160,9890
IL,62958,120,10450
IL,62958,150,19646
IL,62958,40,19966
IL,62959,4740,58765
IL,62959,2660,97729
IL,62959,1650,103263
IL,62959,1180,102550
IL,62959,1330,177542
IL,62959,320,132510
IL,62960,2120,27396
IL,62960,1080,39265
IL,62960,680,41928
IL,62960,450,39239
IL,62960,440,58038
IL,62960,60,19588
IL,62963,110,1436
IL,62963,50,1821
IL,62963,30,2304
IL,62963,0,0
IL,62963,0,0
IL,62963,0,0
IL,62964,270,3466
IL,62964,140,4946
IL,62964,80,5163
IL,62964,30,2868
IL,62964,20,2894
IL,62964,0,0
IL,62966,2790,35631
IL,62966,1620,59032
IL,62966,990,61214
IL,62966,570,49900
IL,62966,650,85481
IL,62966,90,38458
IL,62967,50,662
IL,62967,30,1125
IL,62967,50,3721
IL,62967,0,0
IL,62967,0,0
IL,62967,0,0
IL,62969,90,1116
IL,62969,70,2421
IL,62969,30,1898
IL,62969,40,3934
IL,62969,0,0
IL,62969,0,0
IL,62970,90,1134
IL,62970,60,2018
IL,62970,40,2606
IL,62970,50,4754
IL,62970,0,0
IL,62970,0,0
IL,62972,200,2293
IL,62972,120,4508
IL,62972,90,5551
IL,62972,50,4538
IL,62972,70,10727
IL,62972,0,0
IL,62974,230,2849
IL,62974,160,5973
IL,62974,100,6208
IL,62974,80,6665
IL,62974,80,10613
IL,62974,0,0
IL,62975,50,614
IL,62975,60,2503
IL,62975,0,0
IL,62975,20,2738
IL,62975,0,0
IL,62975,0,0
IL,62976,100,1447
IL,62976,40,1590
IL,62976,20,1269
IL,62976,30,2684
IL,62976,0,0
IL,62976,0,0
IL,62977,100,1211
IL,62977,60,2315
IL,62977,50,3005
IL,62977,30,2309
IL,62977,50,6180
IL,62977,0,0
IL,62979,180,2390
IL,62979,120,4643
IL,62979,70,4106
IL,62979,60,5143
IL,62979,70,8815
IL,62979,20,7472
IL,62982,220,2566
IL,62982,100,3484
IL,62982,60,3964
IL,62982,30,2374
IL,62982,30,4205
IL,62982,0,0
IL,62983,270,3366
IL,62983,170,6117
IL,62983,80,4849
IL,62983,60,4890
IL,62983,50,6742
IL,62983,0,0
IL,62984,290,3642
IL,62984,160,5873
IL,62984,90,5430
IL,62984,70,6406
IL,62984,70,13191
IL,62984,0,0
IL,62985,130,1744
IL,62985,90,3346
IL,62985,60,3432
IL,62985,40,3424
IL,62985,40,5602
IL,62985,0,0
IL,62987,180,2166
IL,62987,120,4438
IL,62987,80,5144
